USER COMMENTS,Tags
"Make the STATE field so that you can just hit the ""A"" 3 times to bring up Arizona. It would save time as my hand would not have to leave the keyboard to move to the mouse and gp to pull-down menu",Usability Issue
"I would love to coordinate a zoom meeting and give some suggestions on what I think could make Deal IQ more useful for brokers. I have a new partner and this is our way of making sure nothing slips through the cracks and there are a couple of things I think could be added to really help!



Dalton Saberhagen

dalton.saberhagen@cbre.com

Cell: 818-268-0732",n/a
"If something is mandatory, it needs to be marked with a red asterisk or something similar. I've gotten early invoice requests sent back for items that were ""mandatory"" but not marked.",Usability Issue
"Sometimes I have issues with DealIQ not loading updated information

The tasks would be nice to be able to see from the prospecting deal tab so that you can assign a follow up task, then once it is complete it goes to a list of completed tasks to see what you've already done

Additionally, if it was easy to set a follow up task once complete, it would streamline how we use it ",Feature Request/Enhancement
"Work out the quirks!! Ex. When you start typing 1st letter of state, it should go to that letter and then continue to narrow down as you type...should not have to scroll down; Business type - should make easier to find (have to scroll thru WHOLE list and then back again to find correct/best option & does not even match the list we have with the Excel version of the voucher); When you pick ""Agile"", should not require square footage; Also, it is difficult to ask questions of the local accounting team about entering information in Deal IQ when they don't even use the system!  The Deal IQ support team itself is very helpful but sometimes need accounting's assistance with voucher nuances in Deal IQ.  Accounting cannot see into Deal IQ at all! AND many clerical mistakes occur because accounting has to re-enter the information into MTA that I already took the time to enter into Deal IQ…that does not make sense to me :( ....AND ALLOW FOR DELEGATES!!",Usability Issue
"When dealing with complex vouchers with many splits, it would be nice if every math column allowed for multiple decimal places.  I think some do, but not all.  Thank you! ",Usability Issue
Quite a few delays and errors in past due fees and/or totals.,Business Process Needs to Change
"I did not give Deal IQ a ""very easy"" to use grade because it still has quirks that should already have been fixed by now...long overdue.  For some quick examples, (1) not being able to start typing a state name and it goes to the letters you are typing (it only goes to the 1st letter) OR (2) the fact that the business codes are very cumbersome to find and do not align with those on the excel version of the voucher. Also, it is difficult to ask questions of the local accounting team about entering information in Deal IQ when they don't even use the system!  The Deal IQ team is very helpful but need accounting at times with voucher nuances.  They cannot see Deal IQ at all! AND since they have to retype the info, there are often mistakes made in the transfer. This makes for more work and time since you now have to meticulously review the deal report for errors and request corrections as needed. And a suggestion - have Deal IQ also send an email when a calendared task is due. ",Usability Issue
"Could be improved if we did not need to duplicate data input, specifically regarding projected closing dates.",Business Process Needs to Change
DealIQ work for looking for vouchers and seeing what deals CBRE has done. It is not great as a CRM.,Usability Issue
"none, pretty easy",n/a
Some of info could auto populate to make things more efficient.  Seems the same info has to be entered every time .,Business Process Needs to Change
"Needs to be able to do deals in other countries. Without it being able to change currency it takes extra time to convert deals in Deal IQ and then have accounting convert them back for the invoice. All countries should be on the same DealIQ system. 

Not being able to see commissions of my teams because I am not receiving commissions is also a hassle. I put the deal into the system, I know what the amount is, I should be able to track in the commissions tab to better serve my brokerage team. 

",Feature Request/Enhancement
"Would like to see more automation.  For example; if we have to enter the rent in one section, it shouldn't ask us for the rent per SF in another section.  The system already has both of the numbers needed and should calculate automatically.  ",Business Process Needs to Change
only reason to use it is that you have to in order to get vouchers in,n/a
including the title promotion calculations as part of Deal IQ would be super helpful and motivating,Feature Request/Enhancement
"Fix the rounding issue between Deal IQ and the excel voucher, it's often off 1¢",Data Issue
"Outlook integration- PLEASE! It would be so much more useful and helpful if there was a way to integrate with Outlook via add-in or connector, especially for pipeline and deal tracking. Right now, as a broker, I only use it for tracking commissions, and am in need of some of the tools for pipeline, CRM, etc... However, without some kind of integration/quick and easy desktop app, it is burdensome to use. ",Integration with other Tools Needed
Not being able to access all of the data on past deals is not great. We should be able to populate the same landlords and tenants on renewals as well and it seems the admins cannot pull that data easily because they cannot access it once processed.,"Data Issue, Feature Request/Enhancement"
Time consuming to prepare documents to be uploaded.,Business Process Needs to Change
"In vouchers - CONSIDERATION tab, it would be a time saver if there was a copy/paste or duplicate feature. We could enter the first line and duplicate the rest of the lines, so the type, period, and rate are pre-populated and we would only have to type in the rent. Kind of like how the timesheet submittal works in MyCBRE.",Business Process Needs to Change
email reminders for  expirations or renewals would be great.  Also if I didn't have to search through closed tab for projects that payments are still due.,Feature Request/Enhancement
"Make the Voucher Comments box larger or so that it's easier to see what you're typing for the ones with longer notes section. 



The Sort function doesn't really seem to work. Or at least it's not helpful if I'm trying to make sure my tracking sheet includes the most recently completed vouchers. Ideally this would be sortable by Lease Execution date. I'm not sure what ""Close Date"" means for leases? 



Same comment for the ""Filter"" - it would be great to be able to filter by Lease Execution date vs Lease Start or Close Date. 



I sincerely appreciate the Deal IQ support team's excellent support and problem solving!

",Usability Issue
Same comments as always - Rounding issues between deal iq and excel spreadsheet. Need a better way than to handle manually. ,Data Issue
It used to be great. Now app always down or needing update and data unreliable. Seems like understaffed and/ or underfunded. ,Technical Issue
"1. Need a button (Yes or No) that allows for indication of a combination of two vouchers for one invoice for dual rep deals signaling to accounting only one invoice should be prepared.



2.  Once invoice is prepared as PDF it should able to be accessed by producer if they want to print out, email or send to client.  simple as button that says ""Download copy of invoice""",Usability Issue
Scrap the entire system!!!  just start over!,n/a
Not sure if its DealIQ or our vouchering/invoicing process but this never seems to work. ,Other Issue
"Nope...all seems well.

Thanks",n/a
"My Pipeline Report should reflect gross commissions attributable to me, not the sum of all commissions of deals I am working on. For example, if I am a 50-50 partner on a deal with a $100k fee, then my pipeline should show $50k.",Data Issue
"The deal booking/invoicing system should be streamlined into Salesforce. Deal IQ is super easy to use but it makes more sense for these systems to be integrated into one place for data collection/tracking. This isn't a Deal IQ issue, no issues at all using Deal IQ - super easy system to use. ",Integration with other Tools Needed
Please add the ability to drop and drag attachments!,Feature Request/Enhancement
You need to make the tech more intuitive and you also need broker input so that you think more like the end user.,Technical Issue
"There are so many additions that could be made to deal IQ to make it more user friendly for the CS team that uses it most often. 

International deals are a pain to put in because no other CBRE offices other than the US use it. ",Usability Issue
"My rating here is based on the transfer of information from DealIQ to our accounting department. Sometimes, even when all of the information is entered correctly it it not effectively communicated upon exporting the information. ",Data Issue
"There are some areas that can be improved for example, can it save some prefilled areas since we almost always choose the same answers and for the consideration section, it would be nice if I can type in the term and select either month or year and all boxes are prepopulated vs adding one by one.  I wish attachments had a list of everything required to be attached along with the option to add additional documents and the option to override if you know it is not needed.  Lastly, if the 2 required e-mails can already be there and does not need to be manually added each time.  I tried to add it as a team member as a workaround but it wouldn't work.      ",Usability Issue
"- Ability to run historically closed vouchered deals for our assigned brokers so we can analyze trends

- Ability to automatically share all deals with another CSS on the team",Feature Request/Enhancement
"1) Deal IQ interface with TransAct needs to happen soon!   

2) Would be wonderful if when you copied a project you could choose which documents you want included with the new project.

  ","Integration with other Tools Needed, Usability Issue"
"Yes, we need the ability to see all information.  When invoices are mailed.  What contingencies are listed.  If there are contingencies that keep revenue from being recognized, we need visibility to that for tracking.",Usability Issue
You would have to call me.  I couldnt even start writing it,n/a
"It's unreliable and inaccurate.  My team has 100's of transactions a year, and DealIQ doesn't keep up very well.  I'd say we have 85% confidence in it, which is not nearly acceptable for an accounting piece of software.",Business Process Doesn't Match
Good tool but there seems to be some inaccuracy in the numbers so I just use it to give a general idea of my revenue production ,Business Process Doesn't Match
"Dual rep deals should not require 2 separate vouchers; when entering lease commencement & expiration dates, deal IQ should automatically calculate the lease term; we should be able to search/print comps for ourselves without having to ask research for help; we should be able to enter per Sq Ft commission the same way as % commissions; that's it for now - I'm sure there are other things that I have forgotten to add, but this is a good start",Usability Issue
"I would like to be able to slide/arrange the pipeline columns left or right in an order I like.

thx",Usability Issue
"Certain autofill functions would be helpful for recurring information about the submitting party.

It would be helpful if the Deal IQ # more closely corresponded to the final invoice # assigned for each input. ",Usability Issue
There is no reason that commission data should be wrong so often.  Timing of payment and what is due/past due is inherently wrong.  I love the platform.  Hate the accuracy.,Business Process Doesn't Match
"Once uploading the lease, it would be very beneficial if Deal IQ is able to extrapolate the information form the lease agreement. Also, when submitting the information, on a NNN basis, it requires the Operating Expenses, Electrical Cost and Taxes. This info is not always available to us so the information that we have to submit might not be the most reliable. ",Business Process Needs to Change
"Several fields required towards the end should be populated automatically given the rent schedule provided to calculate the commissions.  It would also be nice to be able to create a template to use each time, where you can have the same broker team listed and / or client information when working multiple deals with the same client. ",Usability Issue
"you should be able to process portfolio deals, especially if the properties are within the same state, by added multiple address to one voucher. you should also be able to link multiple vouchers together so that you show a complete portfolio sale if the buyer and seller are the same parties using one LOI and one PSA. you should have a place to add the project number used for expenses so that the transaction team can see that information, but not alert every broker on the deal report by adding that information to the notes section. you should be able to upload the splits provided by national partners rather than re entering the list of 40 or so brokers every time there's a minor change to the final purchase $$ of the deal.",Feature Request/Enhancement
"While not very common, the errors in notifying me about commissions increasing and/or failing to notify me before the payday when those commissions hit my account is incredibly frustrating",Business Process Needs to Change
Data input on several tabs takes longer than needed.  Would be great to have single deal input tab.,Data Issue
"Loading deals into DealIQ is not easy and feels like an extra step that only helps management make revenue projections, especially when as an Agency broker we often have several proposals going that may/may not ever land. ",Doesn't Meet Client Needs
"Like using it but still has quirks that should already have been fixed by now, such as (1) state names (and other drop-down boxes) should pop up when you start typing; (2) agile deals should have a different form or options (for instance, since we typically do not get the SF, that should not be a required field); (3) sometimes contact info disappears after being typed in; (4) the Recent Payments/Recent Installments tabs are confusing; (5) the Business Type/Use ID is different than what comes with the excel voucher etc and have to go thru whole list if you are not sure what category to use; (6) if marked confidential, should not have to complete Comp section; (7) Excel and Deal IQ are at times a penny off and since accounting does not see Deal IQ, you have to make a comment. Also, it is difficult to ask questions of the local accounting team about entering information in Deal IQ when they don't even use the system!  The Deal IQ team is helpful but need accounting at times with voucher nuances.  Accounting cannot see Deal IQ at all! Thanks for your time.",Usability Issue
"putting in begin and end dates of lease term should calculate term automatically



there should be more flexibility in how commission calculations for leases can be entered",Data Issue
"Minor annoyances, sometimes Deal IQ is off a penny, but the voucher if you print out as an excel is not off the penny. ",Business Process Doesn't Match
I find Deal IQ cumbersome and not very intuitive to  use. Everything has to be opened and closed and there is no ability to copy across entries - even with multiple similar entries.  It is just clunky.,Usability Issue
Why do we use SIC codes? Many of the tenants we lease to don't fit into these archaic categories.,Business Process Needs to Change
"when invoices are produced, they automatically upload into deal iq.","Data Issue, Feature Request/Enhancement"
"It isn't very user friendly, some areas are very frustrating.  Multiple spots where you have to re-enter information already supplied (financials area, commissions area, comp area, etc.).  I know the older people in my office find it too difficult, so they have their admins upload their vouchers and usually the information is put in incorrectly (Tenant Improvement Allowance, Lease Type - FSG or NNN, etc.) because pooled assistants aren't involved in the deal process so this is all foreign to them.  Then because the older Brokers don't want to use DealIQ/don't understand it they don't actually review the information and just hit ""complete"".  So we end up with incorrect information in our comps system.  Also, DealIQ doesn't talk to our comp system properly even when deals are entered correctly.  Just had one where I included the Tenant Rep Agency & Tenant Rep Name on the comp page, but then MiQ didn't populate any of the information - so I had to give it to research directly.  Constantly having to do things 2-3 times to make sure the systems have the correct information is incredibly frustrating.  This is a cumbersome system from pipeline estimates to vouchering to comps.  ",Usability Issue
please email me at alex.sandoval2@cbre.com. I have some ideas I would love to share on how to improve.,n/a
More details available on older deals.  More details that are exportable for reports.,Feature Request/Enhancement
would like more training on the platform.,Training Needed
"Have the option to delete or revise company names and addresses that pop-up when creating a new deal. There are some that are incorrect and then multiple duplicate names and emails on the ""points of contact"".",Data Issue
"It would be nice to have those little ? button next to different questions with explanations. Like when you use tax software. Either a little pop up window shows up or on the right hand side, under voucher comments you could show a definition.

Also, they ask some questions, like how much is electric. We don't know that. I've never seen that. Also, if it's a new building with no address yet, it would be nice if we could pinpoint it on a map or give lat/long so you knew exactly where it was.",Usability Issue
"The lease comp portion of Deal IQ has ruined our lease comp data base.  Since it is not required to put all the info for a comp into Deal IQ to get a voucher completed, it leads to a lease comp data base it is full of errors or incomplete information.",Business Process Needs to Change
Nothing at this time.,n/a
"If there are recurring deals for 1 client, you could add a button that allows certain details for the same client to be auto-filled.",Feature Request/Enhancement
Please have someone from your team contact me at your earliest convenience.  There are multiple concerns with this platforms.  ,n/a
"Allow the ability to delete old or incorrect addresses that auto-populate or pop-up options.

Detect duplicates.",Business Process Needs to Change
Make it easier to log in and find vouchers,Usability Issue
Too many pages to click through for an end result. I feel like it could be modified to be shorter and less tabs for a lot of things.,Usability Issue
"Deal IQ is great! However, after Deal IQ voucher processing is a mess.  ",Business Process Needs to Change
It's so close to being great.  Some minor tweaks would be super helpful to make it an every day part of my workflow.,n/a
vouchering process needs improvement,Business Process Needs to Change
"Connected emails with contacts (for tracking and automation) would be helpful. Also, vetting/flagging prospects across vouchers/spoc list would be incredible helpful. ",Feature Request/Enhancement
It never works and always changes the totals to accommodate a new deal. ,Business Process Doesn't Match
Not at the moment,n/a
"If Client Services / Support could see what their brokers see, so that we can help them or answer questions regarding their pipeline, closed deals, or any transactions that were processed by another CS.  



When a deal has been processed by Accounting, can it stay open until all commissions have been paid/received rather than it being closed, which it isn't yet.",Business Process Needs to Change
"DealIQ is great for looking up vouchers and tracking commission, but it isn't very good as a crm.",Doesn't Meet Client Needs
"There is a large discrepancy between what we book in our vouchers and what shows up in the system. 



Also, sometimes fees are paid in parts and it doesn't update it on the dashboard and counts the whole deal as ""paid.""



We should be able to get all of the information on past deals when clicking on it, the full comp. It doesn't allow me to do this unless I go in and look at the ""files"" where I need to download the excel file. ","Business Process Doesn't Match, Usability Issue"
Give us choices for international currency. ,Feature Request/Enhancement
"I would like to be able to track my pipeline revenue that includes deals that are not yet vouchered, applying the percentage of likelihood of completion.",Feature Request/Enhancement
"More flexible reporting

Search results that put most recent deal first

When within a deal the search box doesn't function (can't go to deals that come up in search)

See my prior chats for additional suggestions

thanks for asking!","Business Process Needs to Change, Usability Issue"
ny has different ways we compute concession ,Business Process Needs to Change
"provide ability to (i) sort by deal type (office, retail) and (ii) show addresses on map.","Feature Request/Enhancement
"
e,n/a
"Gross and Net total commissions to the broker fluctuates constantly.  Our team (7 partners) see these numbers change all the time, including going down.  I can't see any scenario where broker gross/net should go down.  The system is absolutely unreliable and causes far more angst than help.  Hopefully it can be fixed in 2024 to be somewhat accurate. ",Business Process Doesn't Match
allowing a line or area to enter for expense or marketing reimbursements (As per the listing agreement),Feature Request/Enhancement
"1. auto calc the effective
2. automatically move info in to comps
3. be able to download calcs to spreadsheet that is not the voucher so we can share numbers to other team members or outside brokers",Feature Request/Enhancement
"In the main search feature at the top of every screen, be able to search for a deal by the Deal Report #. Currently only able to search by Deal Report number from the Projects search bar.",Feature Request/Enhancement
"I wish there was a way to make a ""template"" for buildings for Landlord deals.  It would be a huge time saver if building, client and billing information was all pulled over automatically for each building rather than entering them each time. I know that you can copy deals but not all of the information pulls over every time you copy the deal and some information you may not want to pull over does as well.  ",Feature Request/Enhancement
"The section for ""commission per sq ft"" should be changed. A lot of brokers are '$$ x SF x Year'. Often times you have to change the adjust the amount to get the total correct. That causes it to look like the amount being charged is incorrect.","Technical Issue, Data Issue"
"There seem to be glitches. Some items will auto-populate, some won't. You type in the info and it won't stay, so you get an error and have to go back and re-type it in. ",Performance Issue
A lot of repetitive info if it is a dual rep deal,Manual Process/Duplication of Data 
"It looks user-friendly, but these are the few tasks I would like to accomplish with intuitive 1-2 clicks:

- Past due invoices
- List of invoices not yet paid but not past due
- List of YTD paid invoices
",Feature Request/Enhancement
"In the consideration section, there needs to be a dropdown menu for OPEX as some landlords pay commission on OPEX.  As it is designed now, we have to lump Base Rent and OPEX together when outlining the consideration.",Feature Request/Enhancement
"It would be great to more easily export closed deal data, particularly around past due commissions to see gross to CBRE amounts and points of contact which are critical in follow up for collections, and also for year to date stats which are more complicated for multi-producer teams like mine! ",Feature Request/Enhancement
For me it took a lot of 1-1 training to learn how to use DealIQ but now that I understand it I see that it is a powerful tool.,"Positive Feedback, Training Needed"
I would love to be able to see when an outside broker has been paid and the check info.  I also would like to be able to adjust information on the Pipeline Report for each deal rather than going into the deal itself to modify.,Feature Request/Enhancement
"the application is improving, however, outages and challenges with searching deals seems to continue.  In addition, data sometimes does not appear to be up to date or real time.","Data Issue
"
We should be able to pull invoices once they are ceated and due from inside DealIQ.,Feature Request/Enhancement
It would be nice if different software communicated to each other. ,"Doesn't Meet Client Needs
"
"It never seems to be updated properly.  The business categories are ridiculous.  There isn't a category for financial advisors, but there is for something as uncommon as goat farmer (not exact example)?!?!"," Business Process Doesn't Match
"
It would be great if there were a way to generate a draft voucher prior to sending; that would facilitate sending a voucher for review by the broker(s).,Feature Request/Enhancement
"I rated Deal IQ ""Somewhat Easy"" to use because there are STILL many quirks/tweaks that I have requested to be fixed over the years that would definitely make it really easy/faster to use!  I'll name a few: (1) When you start typing a state, it should jump to that section of the list and start giving you matching options; (2) There should be a delegate option for brokers who want/need their support staff to access their Deal IQ (I know there is a collaboration option but that does not work for my team) - I was told this was likely being added at some point but nothing to date :(; (3) The business type/user ID section does not match what is on the Excel version of the voucher and you have to scroll thru that long list several times if you are not sure which is the best match! Need easier way to handle that; (4) There should be special/different options for agile deals (for example, they do not have square footage information); (5) Sometimes there is a rounding error on the Excel version compared to Deal IQ, so you have to add a comment because accounting does not see the Deal IQ version!; (6) It is difficult to ask questions of the local accounting team about how to enter certain information in Deal IQ when they don't even use the system! The Deal IQ support team itself is very helpful but sometimes need accounting's assistance with voucher nuances in Deal IQ.  Accounting cannot see into Deal IQ at all! AND many clerical mistakes are occurring because accounting has to re-enter the information into MTA that I already took the time to enter into Deal IQ…that does not make sense to me! I find errors on most of deal reports...mainly minor but errors nonetheless and extra time I have to spend ensuring the report is accurate and contacting accounting if it needs correction! Thanks for your kind consideration in addressing any of these issues :)",Feature Request/Enhancement
"When in pipeline view, the forward/backward arrows to not facilitate through the records in order.  A remedy for this issue would expedite updating records.",Feature Request/Enhancement
it does not seem accurate & i can't understand why accounting wont send past due invoices proactively instead of me having to constantly request them. ,Feature Request/Enhancement
"There should be the ability to add properties into DealIQ when you're a Landlord Broker so that you don't have to type the same address for every single voucher - you would just have the ability to select the property and it should auto load all information (Landlord name, address, point of contact, as well as property address for the Premises).  It seems like there was an intention for this to happen based on some items in DealIQ, but hasn't come to fruition.  
Certain fields in vouchering should auto-populate - such as, if I'm entering the monthly rent to determine the commission amount, the starting monthly rent should be able to populate itself on the comp page.  We should never have to enter the same information twice, but we do. ",Feature Request/Enhancement
"It would be great if information input, transferred into the comps section such as the outside broker info.
Could use a box that calculates the effective rent.
The ability to upload an excel calc sheet or even download a calc sheet from the information input.  ",Feature Request/Enhancement
"I really like the whole all concept, but the program is not as Intuitive as I would like it. some of the drop downs are not clear of in it is in house or out of house questions and Unclear if information is saved.  it would be great if there was a video tutorial which took on through a deal start to finish. ","Training Needed
"
"Way too many inputs required.  It asks for zip codes like 4 or 5 times and that seems unnecessary.  Since we need to send all vouchers to finopsvouchersnewyork@cbre.com, that email address should automatically pop up instead of having to look up the exact address each time.  Also, when we have to enter what type of business the tenant is, those choice are totally outdated.  There's no ""financial services"" option.  All the options are way too specific and too many of them.",Feature Request/Enhancement
Need to be able to see more as a Client Services Specialist. Also being able to voucher international would be very helpful. Ways to convert currancy. ,"Manual Process/Duplication of Data, Feature Request/Enhancement
"
"When submitting lease vouchers, additional inputs should be added to make the process easier. Often times, brokers are required to input opex and real estate tax $'s and in NYC, they are somewhat unknown in future lease years. We are required to attach OFAC reports, perhaps a link to the CBRE log-in would be helpful. ",Business Process Needs to Change
An update training for the 10 most asked questions and or ono on one training say 20 to work through reports and comments on deals. ,"Training Needed
"
"I don't know if this is because of Deal IQ or my browser and how it auto saves some text, but sometimes when I'm filling out contact info, it doesn't save it when I progress forward or it will delete some lines but not others (like it keeps the email and phone number, but the name will disappear)",Usability Issue 
Deal IQ makes the process of creating an invoice extremely painful.  There is so such required info that is not relevant.  Its not clear what is being asked in every section.  Its time consuming.  It can't be a catch all for every department.  It doesnt work.  The most important email whicjh is local accouting is not even in the dropdown,Business Process Needs to Change
Frequently not properly updated.  And the end of year numbers never are posted correctly before the new year starts and new year numbers post.  ,"Business Process Doesn't Match, Data Issue"
it would be helpful if we could submit prospects on it & if the Voucher system was simplified. ,Feature Request/Enhancement
Greater flexibility with reports / filters.,Feature Request/Enhancement
For deals there should be a category for land so you can skip a number of useless tabs,Manual Process/Duplication of Data
"A mapping feature would be great--if when I add an address to a prospect, if I could then pull up a map and see pins showing all of my prospects in an area","Feature Request/Enhancement
"
"Deal IQ could be great.  However, I track my gross and net revenue and it is rarely accurate.  I have brought this up many times and i always receive an answer that is absolutely ridiculous.  Additionally, i have caught issues with deals sliding off the platform, deals that were underpaid and poorly noted.  Overall, the fixes to the program are easy, yet, they never happen.  Deal IQ could be wonderful, if it were accurate and didn't make mistakes.  
 ","Doesn’t Meet Client Needs 
"
"Make the commission per sq ft section easier. Should be 4 columns ""commission per sq ft"", ""quantity/sq ft"", ""years/months"" and ""amount""","Feature Request/Enhancement
"
"It would be helpful if I also received notice when payments are received / right now the brokers get emails about it, but they don't let me know, just makes it more difficult to track what's been paid.  We all see a notification when a deal is added, can we also be notified in Deal IQ when a deal is paid/ receive a notification?  Thank you.","Business Process Doesn't Match, Feature Request/Enhancement"
"Not at the moment, but thank you for asking.  If something does come up, I will let you all know. ",Performance Issue
"Couple of thoughts:
1. On the commission page if there is an OSB and we have already plugged in the firm/broker info on the financials portion it used to auto populate those fields. Bringing that back would be beneficial

2. Being able to store property information such as address, landlord, po#'s and bill to info would be a huge help. Having to go in and add all of that info every time we do a deal is time consuming",Feature Request/Enhancement
"I dont understand why i have to add in the accounting team in order to process a voucher.
Also - it needs an internal tracking process when the voucher gets created, then invoiced, then check send and by who and when CB/broker follows up then a notifcation once its been received.","Business Process Doesn't Match, Feature Request/Enhancement

"
My payments on Deal IQ don't always match up with my traunch report. I don't like that it gives me credit for production on payments that have not been made. It seems it could be much simpler.  ,"Business Process Doesn't Match, Data Issue"
"Make the State field able to accept the first letter, i.e. type ""A"" 3 times until to you get to Arizona so you don't have to take your hand off the keyboard.",Feature Request/Enhancement
Usability is getting worse.  ,Usability Issue 
"There are a lot of fields that are required that don't apply to deals I'm vouchering. There are also issues reporting in our pipeline any vouchers that have installments, it doesn't pull the full amount and only the first installment. ","Doesn’t Meet Client Needs 
"
"In the sort box in the CLOSED DEALS section, it would he helpful to be able to sort by ""gross commission"" amount. Often FinOps or TA will ask us if a commission check received belongs to us, but since there's no easy way to sort by gross commission I end up clicking through each deal to find a match to the check amount. (I realize you can download a report but that takes longer)",Feature Request/Enhancement
Mimic Realnex,Doesn't Meet Client Needs
"On completed vouchers, it would be nice if the Deal Report could be attached after processing.  ",Feature Request/Enhancement
"1. Make Deal Report numbers in larger font.
2. Have more info from MTA in Deal IQ
For example, show dates that invoices are issued for Installments. Have supporting information on write-off amounts.
3. Have a system check to ensure Total Commission Amount on the Commission Tab equals the sum of the payments. If an installment amount changes, the Total Commission Amount does not automatically update.",Feature Request/Enhancement
I would love to have the app running as well as the web version. ,Feature Request/Enhancement
"Allow to copy images directly from an email and drop into DIQ file section
Allow to use different fonts, sizes & colors, in the notes section
Incorporate CBRE prospect & dealsheet online directly in the DIQ platform
",Feature Request/Enhancement
"Yes! 
I started at CBRE when Deal IQ was being rolled out and have been a devoted user.. 
It's still a bit clunky. It's not super intuitive.. 
it doesn't look ""attractive"" on my mobile device  - in fact I can't even see most of the data if I'm on my phone - and it's challenging to see all of our information at once most of the time. 
The Dashboard is excellent and works really well - and I wonder why we can't have a similar interface with the commissions due/ payments and notes on ongoing projects.. 

It has ALL of the most important information about my work in one place and it is the place I go to ten times or more a week ... but it isn't gratifying to use. 
Yes , it's great when I see that 'My commission has gone up , but its harder than it needs to be to put in each project... 
but thank you so much for all you've done on this and are doing... it's a wonderful tool and I use it daily .. 

Jo ","Performance Issue, Doesn’t Meet Client Needs 
"
Would be nice if City/state auto populate when Zip code entered,Feature Request/Enhancement
Just keep communicating if there are any updating issues we need to be aware of.,Feature Request/Enhancement
Fields should match MTA instead of missing important items.,"Business Process Doesn't Match, Data Issue"
please turn text that has been corrected from V1 to V2 RED,"Usability Issue, Feature Request/Enhancement"
"Inclusion in pipeline should be the default.
Should be able to allocate portion of commission to outside brokers in the ""Deal"" instead of having to enter the Voucher to do so.",Feature Request/Enhancement
"-Remove SF requirement for vacant land
(Acreage only)
-Update list of NAICS codes (currently limited choices)",Feature Request/Enhancement
It is hard to navigate and not user friendly. It doesn't  show all the details and the caculations are not always accurate,"Usability Issue, Data Issue"
It can sometimes be cumbersome.,Usability Issue 
System in not intuitive and seems like more of a puzzle than a tool. Need to be able to talk to someone for assistance rather than email back and forth when an issue arrises.,"Usability Issue, Feature Request/Enhancement"
"the support people are excellent, however the system is NEVER updated and we are not informed as to why after information and deals are submitted, they are not reflected in the system.",Performance Issue
"If another field can be generated to enter multiple addresses for Porfolio properties, that would be most welcomed. ",Feature Request/Enhancement
"It would be great if we could manually add deals to track (essentially to track future revenue), where we could input notes, deal stage (LOI, Lease, Sale, etc), add team members, add projected commission amounts, probability, etc 

",Feature Request/Enhancement
It would be great if it was modified to also become a CRM solution.,Feature Request/Enhancement
The DealIQ team is always available for questions and quick to respond. ,Positive Feedback 
Stop making people have to SAVE changes.  Its a redundant step,"Usability Issue, Business Process Needs to Change"
"Admins should have access to past deals in order to process vouchers, they always have to ask for contact info again. ",Feature Request/Enhancement
"Wish CS's for teams could see more of the financial side like that of the brokers.

Also making this more friendly for billing to other countries. Very cumbersome to bill other countries and different currencies. ",Feature Request/Enhancement
"Deal IQ itself is good, but somehow the research analysts get incomplete comps and if it could just export out of Deal IQ it would save them time tracking down missing info, and improve our comp database tremendously. ",Feature Request/Enhancement
"Let me drag documents- sometimes is easier than uploading them. Allow me to rename them too. I'd like to be able to re-arrange the rents as well. sometimes we accidently skip a row, or need to add free rent at the top. Also, it is really difficult to search for the * Business Type / Use ID - the window is too small - maybe allow for expansion. Can you add one section for NNNs? other than the comments? Thanks!",Feature Request/Enhancement
I realize this isn't Deal IQ's problem but having information on what is actually revenue to CBRE (vs. cash in) would be helpful for people who need to track that for their group (COE),feature Request/Enhancement
"Autofill for contacts on the Landlord/Seller, and Tenant/Buyer, only partially works. If you start typing in a name, it may or may not fill some cells while erasing info in other cells.",Feature Request/Enhancement
It would be nice that the calculations actually show in formulas when exporting the voucher as brokers wish to see the math.  Also that the calculations sum are the same as we get on a separate excel sheet instead of having to adjust ,Feature Request/Enhancement
Loving the new mobile app!!,Positive Feedback 
Would love to set up a zoom and discuss how me and my partner Nick Moran and I utilize and how we would love to see it improved to make it seamless for us!,Positive Feedback 
"Include a drop down to select if it is a sublease, instead of a small check yes or no. Be able to do an extension and expansion all in one without having to do two vouchers. Correct the rounding for the rent schedule and comps. ",Feature Request/Enhancement
Not being able to access closed deal or final documents can be an issue at times.,Access/Availability Issue
Wish we could drag documents into the site as well instead of just uploading them. Ability to re-name docs; a BOX for NNNs; move around the rent considerations - sometimes there is free rent and need to go on top. and more,Feature Request/Enhancement
Having access to move commission lines up and down instead of retyping the whole calculation again.,Access/Availability Issue
"I think adding a Landlord/Tenant section for tracking inquiries would be helpful as well as a sale/lease section as well. Would love to hop on a zoom call to touch base on this in more detail. I have a bunch of ideas.

Dalton Saberhagen
dalton.saberhagen@cbre.com",Feature Request/Enhancement
No,n/a
Make it easier to talk to human when problems arise.  Exchanging emails is a slow and somewhat imprecise way to solve issues.,Performance Issue
"the ""likely to recommend"" question is unhelpful, because it's a required system. there's no recommendation to use or not use, simply the obligation to use. ",Doesn't Meet Client Needs
It was better before.  Too inconsistent and underfunded these days it seems.  Also should not be rekeying vouchers in once we have input in deal iq.  What's the point?,Performance Issue
Allow dual agency deals to populate on the same voucher. ,Feature Request/Enhancement
Not user friendly; confusing,Performance Issue
